placer,width,height,fan_out,distance_sd,runtime,placed_net_length,manual_net_length,placed_total_entries,manual_total_entries,placed_max_entries,manual_max_entries
sa,9,9,4,3.0,0.0387299060822,215,278,215,278,55,59
sa,12,12,4,3.0,0.113355875015,455,513,455,513,61,63
sa,16,16,4,3.0,0.212411880493,925,976,898,953,68,72
rcm,24,24,4,3.0,0.018728017807,3926,2380,3199,2278,133,81
rand,24,24,4,3.0,0.0188481807709,4179,2355,3389,2233,119,81
hilbert,16,16,4,3.0,0.00783896446228,1170,985,1107,966,84,71
rcm,32,32,4,3.0,0.0306160449982,8621,4204,6269,4029,160,79
hilbert,48,48,4,3.0,0.054939031601,22460,9635,13250,9154,129,79
hilbert,32,32,4,3.0,0.0285749435425,7474,4165,5511,3974,117,76
rand,9,9,4,3.0,0.00165104866028,319,284,319,284,46,58
sa,9,9,4,3.0,0.0385370254517,222,266,222,266,47,55
rcm,12,12,4,3.0,0.00545787811279,562,509,562,509,85,63
sa,12,12,4,3.0,0.109198093414,445,503,445,503,56,61
rcm,16,16,4,3.0,0.00882506370544,1254,1008,1187,992,97,72
sa,32,32,4,3.0,1.22614192963,4140,4118,3734,3963,73,79
rand,24,24,4,3.0,0.0182721614838,4209,2299,3382,2201,117,73
sa,9,9,4,3.0,0.0268149375916,226,274,226,274,48,61
hilbert,9,9,4,3.0,0.00213003158569,245,269,245,269,59,59
hilbert,32,32,4,3.0,0.0284719467163,7708,4200,5569,3989,115,80
rcm,9,9,4,3.0,0.00224590301514,263,270,263,270,58,56
sa,24,24,4,3.0,0.570748090744,2188,2364,2070,2256,74,78
hilbert,12,12,4,3.0,0.00469899177551,527,513,527,513,70,72
rcm,12,12,4,3.0,0.00317192077637,551,495,551,495,79,63
sa,12,12,4,3.0,0.081246137619,449,509,449,509,59,63
rand,9,9,4,3.0,0.000998973846436,316,279,316,279,64,58
rand,12,12,4,3.0,0.0018630027771,562,516,562,516,72,69
sa,16,16,4,3.0,0.17872595787,940,966,919,953,76,72
rand,64,64,4,3.0,0.0914700031281,73224,16865,32001,16064,169,77
rand,48,48,4,3.0,0.0614352226257,31334,9556,16914,9108,143,82
hilbert,16,16,4,3.0,0.00539803504944,1160,1006,1108,991,94,72
rand,16,16,4,3.0,0.00318312644958,1314,991,1255,969,91,70
rcm,16,16,4,3.0,0.00650906562805,1256,1022,1185,998,108,72
hilbert,24,24,4,3.0,0.0141208171844,3590,2346,2945,2239,106,73
rcm,24,24,4,3.0,0.0125799179077,3900,2366,3210,2263,162,75
hilbert,64,64,4,3.0,0.0802710056305,46950,16768,24423,16031,134,79
rcm,9,9,4,3.0,0.00345301628113,262,280,262,280,63,55
rand,24,24,4,3.0,0.0120198726654,4170,2352,3385,2243,125,77
hilbert,12,12,4,3.0,0.00654292106628,527,521,527,521,77,64
hilbert,16,16,4,3.0,0.00811195373535,1191,1007,1132,985,81,76
sa,24,24,4,3.0,0.571787118912,2177,2387,2065,2271,76,82
sa,16,16,4,3.0,0.216042995453,916,963,890,953,68,72
hilbert,24,24,4,3.0,0.0177118778229,3526,2346,2895,2258,101,76
hilbert,32,32,4,3.0,0.0216171741486,7288,4218,5389,4036,111,79
rcm,32,32,4,3.0,0.0217490196228,8626,4213,6256,4022,165,78
rand,32,32,4,3.0,0.0217070579529,9599,4122,6707,3957,126,78
rcm,48,48,4,3.0,0.0280199050903,26605,9479,15435,9050,188,77
rcm,64,64,4,3.0,0.0854308605194,60161,17116,28943,16243,203,86
hilbert,48,48,4,3.0,0.0428850650787,22426,9467,13361,9048,142,81
hilbert,48,48,4,3.0,0.0550389289856,22411,9524,13214,9111,134,77
rcm,48,48,4,3.0,0.0449030399323,26490,9468,15441,8994,201,76
sa,32,32,4,3.0,1.20182299614,3829,4150,3617,3967,69,82
rand,48,48,4,3.0,0.0484948158264,31564,9482,16882,9055,146,75
rcm,96,96,4,3.0,0.195929050446,195475,38373,69835,36562,209,84
hilbert,64,64,4,3.0,0.0753300189972,46907,17025,24297,16209,144,80
rcm,64,64,4,3.0,0.0797688961029,60623,16977,29087,16189,205,82
rand,64,64,4,3.0,0.087944984436,73012,16812,31896,16024,173,78
rand,96,96,4,3.0,0.254400014877,241876,38454,76850,36583,183,82
sa,48,48,4,3.0,3.92829799652,9727,9440,8563,9014,79,77
hilbert,96,96,4,3.0,0.189182043076,138661,38063,55993,36278,148,83
rand,96,96,4,3.0,0.257427215576,243059,38393,76896,36573,187,83
hilbert,96,96,4,3.0,0.189779996872,137358,38108,56238,36280,150,82
hilbert,128,128,4,3.0,0.308766841888,280838,68186,101306,65008,163,84
rcm,96,96,4,3.0,0.196556091309,197185,38234,70296,36432,212,81
sa,64,64,4,3.0,9.1125330925,18524,16939,15570,16144,88,79
rand,96,96,4,3.0,0.252822875977,242844,38287,76931,36438,184,80
hilbert,128,128,4,3.0,0.309814929962,270478,68045,99832,64866,158,81
rcm,128,128,4,3.0,0.241474866867,456625,68394,129413,65149,265,85
hilbert,128,128,4,3.0,0.306699991226,279252,68376,101075,65032,155,82
rcm,128,128,4,3.0,0.34464597702,457326,67969,129291,64719,229,86
sa,64,64,4,3.0,9.10671710968,18598,16970,15533,16175,97,81
rcm,128,128,4,3.0,0.339187145233,455863,67957,129188,64653,235,84
rand,128,128,4,3.0,0.516331911087,570449,68222,141882,64985,219,85
sa,9,9,4,3.0,0.0289628505707,208,279,208,279,53,59
hilbert,9,9,4,3.0,0.00188803672791,246,287,246,287,55,63
rcm,9,9,4,3.0,0.00193095207214,255,273,255,273,63,58
rand,9,9,4,3.0,0.000947952270508,322,273,322,273,52,54
sa,12,12,4,3.0,0.0815320014954,439,490,439,490,62,69
hilbert,12,12,4,3.0,0.00391292572021,508,516,508,516,68,77
rcm,12,12,4,3.0,0.00321078300476,535,502,535,502,78,70
rand,12,12,4,3.0,0.00174713134766,573,490,573,490,71,63
sa,16,16,4,3.0,0.19572520256,966,985,931,968,69,70
hilbert,16,16,4,3.0,0.00523400306702,1198,1002,1145,982,88,69
rcm,16,16,4,3.0,0.00546002388,1271,995,1203,975,121,73
rand,16,16,4,3.0,0.0032069683075,1303,1013,1239,996,94,83
sa,24,24,4,3.0,0.551832914352,2232,2330,2063,2216,69,75
hilbert,24,24,4,3.0,0.0121409893036,3502,2287,2892,2184,98,74
rcm,24,24,4,3.0,0.01238489151,3864,2332,3174,2231,141,75
rand,24,24,4,3.0,0.0119650363922,4186,2362,3380,2236,111,76
hilbert,192,192,4,3.0,0.777484178543,789394,153162,231540,145835,166,82
hilbert,32,32,4,3.0,0.0208849906921,7573,4242,5508,4022,108,75
sa,32,32,4,3.0,1.20597720146,3779,4193,3585,4002,82,75
rcm,32,32,4,3.0,0.0209898948669,8612,4214,6319,4033,157,82
rand,32,32,4,3.0,0.0215029716492,9622,4106,6721,3945,135,80
hilbert,48,48,4,3.0,0.0451171398163,22736,9672,13397,9199,125,78
sa,96,96,4,3.0,29.6134159565,42769,38321,35214,36595,86,85
rcm,48,48,4,3.0,0.0436809062958,26616,9532,15560,9062,198,81
sa,96,96,4,3.0,29.3986389637,43882,38060,35482,36230,96,82
rand,48,48,4,3.0,0.0501990318298,31170,9537,16814,9121,148,83
sa,48,48,4,3.0,3.94048404694,8660,9463,8247,9026,74,81
hilbert,64,64,4,3.0,0.0756411552429,47698,16865,24465,16073,139,82
rcm,64,64,4,3.0,0.0787408351898,60915,16998,29091,16171,195,82
rand,64,64,4,3.0,0.0879011154175,72898,16984,31957,16142,158,83
rcm,192,192,4,3.0,0.830612897873,1520541,153359,299564,145931,250,82
rcm,192,192,4,3.0,0.82599902153,1517769,153297,299690,146114,283,83
hilbert,96,96,4,3.0,0.189532995224,139438,38440,56653,36574,143,82
sa,64,64,4,3.0,9.15406608582,17035,16935,15164,16182,82,81
rcm,96,96,4,3.0,0.200666189194,196022,38326,69841,36494,239,83
rand,192,192,4,3.0,2.26184082031,1923455,153408,327889,146125,224,85
rand,96,96,4,3.0,0.250601053238,241435,38261,76839,36459,183,83
hilbert,256,256,4,3.0,1.37703514099,1541974,273229,408014,259992,176,85
rand,192,192,4,3.0,2.27937316895,1924269,153391,328068,146024,222,84
hilbert,128,128,4,3.0,0.30643415451,276088,68162,100490,64850,146,81
rcm,128,128,4,3.0,0.340881109238,455783,68102,129161,64853,236,84
rand,128,128,4,3.0,0.515928030014,571006,68276,142188,64983,202,82
sa,128,128,4,3.0,66.010144949,77162,68109,62188,64929,90,84
sa,96,96,4,3.0,29.6761469841,42628,38079,35218,36229,89,82
hilbert,192,192,4,3.0,0.780030965805,748338,153251,226455,145875,151,84
sa,128,128,4,3.0,67.3972809315,82094,68374,64370,65047,93,84
sa,128,128,4,3.0,67.5577111244,80712,68128,63828,64882,90,82
rcm,256,256,4,3.0,1.53350996971,3723786,273470,538251,260463,320,83
rcm,192,192,4,3.0,0.832751989365,1525426,153759,299693,146342,283,88
rcm,256,256,4,3.0,1.51961994171,3736273,272917,538736,259820,308,85
rand,192,192,4,3.0,2.30593800545,1929425,153632,328413,146162,237,85
hilbert,256,256,4,3.0,1.37537097931,1537411,273461,408447,260149,165,85
rand,256,256,4,3.0,5.88027310371,4795871,272996,579098,259952,212,87
sa,128,128,4,3.0,66.5458700657,74174,68111,61744,64956,88,86
rand,256,256,4,3.0,4.91479086876,4808035,273421,579593,260220,214,83
hilbert,384,384,4,3.0,3.24794888496,4287772,615058,913993,585436,185,85
hilbert,384,384,4,3.0,3.26472687721,4288232,614318,912508,584783,173,89
rcm,256,256,4,3.0,1.53539800644,3727917,273251,538104,260026,302,82
rand,256,256,4,3.0,5.06764602661,4805451,272758,579380,259842,213,88
hilbert,384,384,4,3.0,3.21280789375,4317297,614601,911436,585176,171,84
sa,9,9,4,3.0,0.0307760238647,215,270,215,270,50,57
hilbert,9,9,4,3.0,0.00172686576843,243,283,243,283,57,56
rcm,9,9,4,3.0,0.00200796127319,271,275,271,275,58,58
rand,9,9,4,3.0,0.000984907150269,315,262,315,262,43,55
sa,12,12,4,3.0,0.0800940990448,457,525,457,525,57,72
hilbert,12,12,4,3.0,0.00386691093445,528,541,528,541,79,72
rcm,12,12,4,3.0,0.00330805778503,538,517,538,517,82,65
rand,12,12,4,3.0,0.00180196762085,576,506,576,506,71,64
sa,16,16,4,3.0,0.176137924194,932,978,903,955,78,72
hilbert,16,16,4,3.0,0.00503396987915,1176,1014,1132,997,86,74
rcm,16,16,4,3.0,0.00565886497498,1255,1010,1190,988,110,76
rand,16,16,4,3.0,0.00327801704407,1313,1033,1250,1006,87,75
sa,24,24,4,3.0,0.537474155426,2161,2336,2051,2232,70,78
hilbert,24,24,4,3.0,0.0119597911835,3517,2327,2890,2222,106,76
rcm,24,24,4,3.0,0.0132761001587,3872,2311,3216,2213,146,74
rand,24,24,4,3.0,0.0120542049408,4198,2408,3379,2282,109,75
sa,32,32,4,3.0,1.20497179031,3836,4218,3645,4009,70,81
hilbert,32,32,4,3.0,0.0201849937439,7603,4145,5552,3959,106,78
rcm,32,32,4,3.0,0.0215721130371,8637,4242,6206,4059,168,76
rand,32,32,4,3.0,0.0210390090942,9667,4166,6690,3983,132,73
sa,48,48,4,3.0,3.95259213448,9995,9583,8615,9106,80,78
hilbert,48,48,4,3.0,0.0439100265503,22909,9627,13516,9172,132,78
rcm,48,48,4,3.0,0.0435309410095,26848,9569,15472,9093,191,84
rand,48,48,4,3.0,0.0476441383362,31628,9485,17048,9059,149,78
hilbert,512,512,4,3.0,6.03915309906,8513491,1094206,1619513,1041531,184,85
sa,64,64,4,3.0,9.17511296272,18063,16989,15388,16154,90,78
hilbert,64,64,4,3.0,0.0750370025635,46409,16988,24263,16167,135,79
rcm,64,64,4,3.0,0.0800540447235,60403,16956,29106,16137,187,83
rand,64,64,4,3.0,0.0898411273956,73088,16888,31967,16144,171,79
hilbert,512,512,4,3.0,5.97632813454,8452683,1094776,1613762,1041677,175,88
hilbert,96,96,4,3.0,0.189972877502,133239,38214,55487,36397,152,85
rcm,96,96,4,3.0,0.197413921356,196529,38144,70044,36368,222,82
rand,96,96,4,3.0,0.257651090622,243245,38345,76860,36424,190,79
hilbert,128,128,4,3.0,0.309904813766,277449,68268,100861,64996,156,84
sa,192,192,4,3.0,246.658697128,176034,153337,140982,146044,97,86
sa,96,96,4,3.0,29.2502148151,43073,38245,35327,36429,88,80
rcm,128,128,4,3.0,0.344341993332,456175,68031,129071,64825,256,82
rand,128,128,4,3.0,0.523480176926,570166,68332,141894,65042,231,86
sa,192,192,4,3.0,270.148679972,191716,153217,144839,146004,100,83
rcm,384,384,4,3.0,3.60448002815,13283269,615510,1220046,585814,370,84
hilbert,192,192,4,3.0,0.7856528759,783709,153534,229285,146129,163,83
sa,192,192,4,3.0,237.964778185,191051,153546,144867,146095,91,86
rcm,192,192,4,3.0,0.830147981644,1520754,153227,299194,145958,269,84
sa,128,128,4,3.0,66.9983341694,78000,68097,63046,64927,89,87
hilbert,512,512,4,3.0,5.98174095154,8546633,1093540,1622031,1040550,185,87
hilbert,256,256,4,3.0,1.36697506905,1525598,272746,404552,259567,161,84
rcm,384,384,4,3.0,3.59189510345,13271876,616128,1219654,586160,370,86
rcm,256,256,4,3.0,1.52624106407,3726455,273348,538068,260241,331,88
rand,384,384,4,3.0,28.4352991581,17520069,615295,1292491,586052,189,87
rand,384,384,4,3.0,28.5528068542,17493875,615119,1292157,585485,187,89
rand,256,256,4,3.0,5.07223510742,4803752,273219,579105,260027,201,83
hilbert,384,384,4,3.0,3.20892190933,4286871,614430,912305,584946,180,83
rand,384,384,4,3.0,28.5364108086,17506278,614774,1291567,585025,191,84
sa,192,192,4,3.0,246.449275017,182005,153413,142406,146040,99,89
hilbert,768,768,4,3.0,13.3648278713,23991125,2462138,3633529,2343435,196,88
hilbert,768,768,4,3.0,13.4093430042,24131644,2464073,3640931,2344238,195,87
hilbert,512,512,4,3.0,5.93055891991,8426751,1093910,1620675,1040989,181,86
rcm,384,384,4,3.0,3.52777600288,13266707,614953,1219448,584872,359,86
sa,256,256,4,3.0,677.165647984,349579,272757,260985,259899,95,83
hilbert,768,768,4,3.0,13.2482469082,23831422,2462911,3635878,2343522,225,86
sa,256,256,4,3.0,676.779505014,381197,273565,264747,260310,108,87
hilbert,9,9,4,3.0,0.00312614440918,250,286,250,286,62,58
rcm,9,9,4,3.0,0.00203394889832,267,296,267,296,64,59
sa,9,9,4,3.0,0.0518598556519,217,270,217,270,48,58
rand,9,9,4,3.0,0.000993013381958,316,276,316,276,48,60
sa,12,12,4,3.0,0.0868391990662,444,510,444,510,65,70
hilbert,12,12,4,3.0,0.00389695167542,503,494,503,494,66,63
rcm,12,12,4,3.0,0.00563502311707,539,518,539,518,82,66
rand,12,12,4,3.0,0.00180387496948,589,501,589,501,78,70
sa,16,16,4,3.0,0.182151079178,903,978,879,963,63,77
hilbert,16,16,4,3.0,0.00520491600037,1152,1012,1091,992,83,77
rcm,16,16,4,3.0,0.00591015815735,1229,990,1176,973,115,70
rand,16,16,4,3.0,0.00318598747253,1296,1001,1230,975,87,72
hilbert,24,24,4,3.0,0.012403011322,3603,2350,2956,2248,97,73
sa,24,24,4,3.0,0.538946866989,2253,2296,2101,2209,68,72
rcm,24,24,4,3.0,0.0128209590912,3846,2347,3193,2241,142,81
rand,24,24,4,3.0,0.0149171352386,4221,2340,3370,2242,116,79
hilbert,32,32,4,3.0,0.0293471813202,7864,4237,5635,4013,115,78
sa,32,32,4,3.0,1.23325300217,4268,4247,3832,4041,76,78
rcm,32,32,4,3.0,0.021035194397,8554,4128,6208,3930,155,76
rand,32,32,4,3.0,0.0211958885193,9628,4243,6780,4042,141,80
hilbert,48,48,4,3.0,0.043888092041,21860,9473,13211,9012,122,77
rcm,48,48,4,3.0,0.0439639091492,26478,9492,15270,9049,174,76
rand,48,48,4,3.0,0.0490908622742,31439,9460,16855,9019,142,81
sa,48,48,4,3.0,3.94259214401,9599,9529,8639,9049,87,76
hilbert,64,64,4,3.0,0.0761451721191,48092,17116,24712,16282,134,80
rcm,64,64,4,3.0,0.0794289112091,60232,17053,28950,16249,202,78
rand,64,64,4,3.0,0.0888600349426,73455,16874,32120,16134,161,92
sa,64,64,4,3.0,9.03352117538,15416,16902,14628,16133,72,78
hilbert,96,96,4,3.0,0.189599990845,132810,38375,55928,36493,153,80
rcm,96,96,4,3.0,0.196141004562,196177,38342,69992,36517,232,77
rand,96,96,4,3.0,0.253798007965,243285,38216,76889,36425,183,81
sa,256,256,4,3.0,677.010110855,342913,272930,256228,259753,93,85
rand,384,384,4,3.0,28.8013000488,17515545,615191,1291885,585462,190,86
sa,96,96,4,3.0,29.5808250904,42255,38223,34729,36418,90,80
hilbert,128,128,4,3.0,0.307653188705,272801,68148,100383,64854,151,83
rcm,128,128,4,3.0,0.34447312355,455937,67863,129188,64618,252,83
rand,128,128,4,3.0,0.517169952393,569457,67808,141948,64628,202,81
hilbert,192,192,4,3.0,0.780026912689,770108,153387,230508,146091,182,85
rcm,192,192,4,3.0,0.832885026932,1519851,153842,299387,146407,279,83
sa,128,128,4,3.0,67.0947499275,73261,68445,60800,65053,86,83
rand,192,192,4,3.0,2.28543281555,1922234,153444,327964,145959,237,81
hilbert,256,256,4,3.0,1.3685541153,1504401,272972,401341,259869,177,90
rcm,256,256,4,3.0,1.52731204033,3728719,272912,537950,259846,302,86
rand,256,256,4,3.0,5.07508707047,4808810,272702,579034,259707,209,91
sa,256,256,4,3.0,678.55824995,373043,273093,264345,260112,96,82
sa,192,192,4,3.0,243.74710989,184932,153948,143105,146478,92,82
hilbert,768,768,4,3.0,13.2956719398,23838347,2462391,3623651,2343395,182,88
hilbert,384,384,4,3.0,3.23837399483,4331668,614880,915922,585172,175,86
rcm,384,384,4,3.0,3.56545805931,13284411,615258,1220827,585615,419,89
hilbert,512,512,4,3.0,5.95445299149,8578948,1094095,1628332,1040959,189,90
rand,384,384,4,3.0,28.3703019619,17521914,615824,1292458,586006,196,84
sa,256,256,4,3.0,675.883882999,332304,272971,258523,259851,99,83
hilbert,768,768,4,3.0,13.2845051289,24223416,2461443,3639350,2342789,213,90
sa,384,384,4,3.0,2475.98742008,876005,615925,600974,585807,104,84
sa,384,384,4,3.0,2501.73287702,822182,615433,595742,585483,106,87
sa,384,384,4,3.0,2500.85804915,858652,614963,606426,585259,111,86
sa,384,384,4,3.0,2548.38426709,869322,614802,599826,585203,104,86
sa,384,384,4,3.0,2501.58797097,824810,615663,594024,585928,105,88
sa,384,384,4,3.0,2508.44967294,830375,614670,594146,584885,101,84
sa,9,9,4,3.0,0.0279629230499,215,286,215,286,50,61
hilbert,9,9,4,3.0,0.00168704986572,244,272,244,272,65,54
rcm,9,9,4,3.0,0.00193691253662,268,276,268,276,61,60
rand,9,9,4,3.0,0.00101900100708,310,279,310,279,51,62
sa,12,12,4,3.0,0.0827050209045,442,515,442,515,56,69
hilbert,12,12,4,3.0,0.00399780273438,504,505,504,505,68,66
rcm,12,12,4,3.0,0.00342202186584,536,511,536,511,85,67
rand,12,12,4,3.0,0.00196504592896,579,488,579,488,70,64
sa,16,16,4,3.0,0.18706703186,947,988,918,971,67,70
hilbert,16,16,4,3.0,0.00491213798523,1199,998,1136,977,89,68
rcm,16,16,4,3.0,0.00557613372803,1274,1002,1204,989,102,70
rand,16,16,4,3.0,0.0031201839447,1288,1015,1223,998,89,73
sa,24,24,4,3.0,0.529562950134,2154,2342,2070,2250,71,73
hilbert,24,24,4,3.0,0.0121781826019,3574,2341,2903,2241,102,76
rcm,24,24,4,3.0,0.0113091468811,3728,2326,3125,2228,143,79
rand,24,24,4,3.0,0.0116109848022,4148,2332,3392,2259,118,76
sa,32,32,4,3.0,1.20114612579,3815,4135,3624,3952,68,77
hilbert,32,32,4,3.0,0.0193819999695,7617,4226,5477,4025,116,75
rcm,32,32,4,3.0,0.0206191539764,8573,4215,6248,4025,160,76
rand,32,32,4,3.0,0.0206820964813,9651,4230,6727,4025,126,76
sa,48,48,4,3.0,4.0188331604,10138,9471,8643,9061,84,78
hilbert,48,48,4,3.0,0.0423741340637,22714,9450,13407,9017,124,79
rcm,48,48,4,3.0,0.043221950531,26340,9518,15333,9065,179,84
rand,48,48,4,3.0,0.0484001636505,31548,9427,16908,9012,149,78
sa,64,64,4,3.0,9.12600207329,17916,16925,15323,16123,80,77
hilbert,64,64,4,3.0,0.0742180347443,47417,16864,24173,16113,151,84
rcm,64,64,4,3.0,0.0799450874329,60254,16903,29025,16095,195,81
rand,64,64,4,3.0,0.0911591053009,73448,17029,32042,16232,173,78
sa,96,96,4,3.0,29.0840239525,41723,38226,34460,36368,83,83
hilbert,96,96,4,3.0,0.1918861866,138632,38287,56541,36504,156,82
rcm,96,96,4,3.0,0.200736999512,195904,38243,69880,36456,218,83
rand,96,96,4,3.0,0.253559112549,242656,38196,76871,36385,180,81
sa,128,128,4,3.0,66.5951299667,78805,68012,62364,64748,91,81
hilbert,128,128,4,3.0,0.307109832764,272067,68118,100160,64888,155,84
rcm,128,128,4,3.0,0.345491886139,455470,68171,129101,64928,248,83
rand,128,128,4,3.0,0.517745018005,570054,68168,141883,64933,207,83
sa,192,192,4,3.0,241.575045109,187280,153877,144093,146424,95,81
hilbert,192,192,4,3.0,0.782763957977,789964,153280,230921,145938,160,83
rcm,192,192,4,3.0,0.831285953522,1521358,153748,299682,146210,294,82
rand,192,192,4,3.0,2.34296011925,1926595,153612,328410,146195,235,87
sa,256,256,4,3.0,679.869525909,292212,272867,252114,259780,94,84
hilbert,256,256,4,3.0,1.37148094177,1523155,273068,406566,259851,155,88
rcm,512,512,4,3.0,6.81852388382,32423469,1094623,2176047,1041838,393,88
rcm,256,256,4,3.0,1.52523994446,3722909,272628,538544,259472,298,87
rcm,512,512,4,3.0,6.75651311874,32431149,1094268,2177628,1041588,405,86
rcm,512,512,4,3.0,6.83554196358,32421175,1094270,2177417,1041192,454,87
rand,256,256,4,3.0,5.07430315018,4804176,272869,579195,259630,218,82
rcm,512,512,4,3.0,6.76429891586,32408324,1093758,2175145,1040798,417,87
rcm,512,512,4,3.0,6.73651385307,32397841,1094283,2175906,1041212,402,91
hilbert,384,384,4,3.0,3.25306606293,4262061,615291,909170,585480,167,84
hilbert,512,512,4,3.0,5.97734808922,8438917,1094438,1623382,1041528,172,87
rcm,384,384,4,3.0,3.62013792992,13290078,614989,1219664,585340,361,89
rand,384,384,4,3.0,28.8250398636,17532192,614655,1292072,584869,182,87
hilbert,768,768,4,3.0,13.4729239941,24136502,2462636,3638037,2343200,206,88
sa,512,512,4,3.0,5931.96263194,1613439,1093900,1071190,1040734,105,87
sa,512,512,4,3.0,5937.24450302,1617492,1094092,1074469,1041142,106,85
sa,512,512,4,3.0,5930.48527408,1596507,1094699,1074237,1041482,102,87
rcm,512,512,4,3.0,6.75804185867,32416882,1094099,2177240,1041097,431,86
sa,512,512,4,3.0,5938.40403605,1689544,1094437,1083922,1041466,108,88
sa,512,512,4,3.0,5992.93133998,1642328,1094184,1085532,1041393,106,89
sa,9,9,4,3.0,0.0292150974274,220,266,220,266,60,64
hilbert,9,9,4,3.0,0.0018208026886,255,283,255,283,57,57
rcm,9,9,4,3.0,0.00208687782288,256,278,256,278,63,61
rand,9,9,4,3.0,0.000955104827881,323,278,323,278,48,61
sa,12,12,4,3.0,0.0876321792603,442,496,442,496,57,64
hilbert,12,12,4,3.0,0.00414896011353,514,520,514,520,71,67
rcm,12,12,4,3.0,0.00332093238831,555,514,555,514,95,63
rand,12,12,4,3.0,0.00179219245911,570,479,570,479,74,62
sa,16,16,4,3.0,0.181334972382,922,995,894,975,67,72
hilbert,16,16,4,3.0,0.00521683692932,1187,987,1116,970,83,73
rcm,16,16,4,3.0,0.00575590133667,1242,964,1178,950,117,78
rand,16,16,4,3.0,0.00312495231628,1321,1005,1243,986,97,78
sa,24,24,4,3.0,0.595114946365,2177,2347,2060,2243,70,79
hilbert,24,24,4,3.0,0.0119569301605,3650,2361,2957,2263,111,76
rcm,24,24,4,3.0,0.0127241611481,3881,2341,3223,2229,136,72
rand,24,24,4,3.0,0.0117380619049,4192,2367,3383,2254,110,75
sa,32,32,4,3.0,1.2140250206,4142,4204,3732,4016,72,79
hilbert,32,32,4,3.0,0.0202212333679,7427,4172,5482,4002,117,75
rcm,32,32,4,3.0,0.0208361148834,8554,4233,6238,4019,153,75
rand,32,32,4,3.0,0.0213751792908,9571,4196,6643,4020,128,76
sa,48,48,4,3.0,3.9293680191,8652,9472,8232,9032,80,78
hilbert,48,48,4,3.0,0.0431199073792,22549,9495,13339,9039,121,81
rcm,48,48,4,3.0,0.0446748733521,26886,9426,15650,8994,195,80
rand,48,48,4,3.0,0.0469110012054,31536,9560,16936,9090,149,82
sa,64,64,4,3.0,9.0660610199,17161,16937,15137,16118,80,83
hilbert,64,64,4,3.0,0.0744590759277,46183,16882,24125,16035,136,80
rcm,64,64,4,3.0,0.0795531272888,60270,16972,28937,16176,209,85
rand,64,64,4,3.0,0.0899081230164,73229,17047,32002,16225,175,81
sa,96,96,4,3.0,29.6430020332,42735,38292,34931,36455,92,83
hilbert,96,96,4,3.0,0.191794872284,135876,38003,56037,36215,155,79
rcm,96,96,4,3.0,0.198064088821,195841,38351,69804,36547,236,77
rand,96,96,4,3.0,0.25045800209,242992,38288,77150,36415,189,86
sa,128,128,4,3.0,67.0487780571,71892,68202,60866,64931,86,80
hilbert,128,128,4,3.0,0.311208963394,275195,68118,101090,64871,149,80
rcm,128,128,4,3.0,0.345971107483,454314,67820,129110,64605,224,86
rand,128,128,4,3.0,0.522864103317,569423,68058,141800,64822,201,82
sa,384,384,4,3.0,2508.44382715,834828,614546,589039,584932,100,84
hilbert,192,192,4,3.0,0.778276920319,758868,153642,227652,146225,158,83
rcm,192,192,4,3.0,0.830332040787,1516800,153537,299316,146203,268,84
rand,192,192,4,3.0,2.28890991211,1928038,153351,328091,145908,226,82
sa,192,192,4,3.0,241.647236109,189584,153537,146712,146117,100,83
hilbert,256,256,4,3.0,1.3687889576,1539844,273202,406821,260176,174,86
rcm,256,256,4,3.0,1.53276205063,3727648,273178,538601,260001,297,85
rand,256,256,4,3.0,5.05837798119,4801083,272940,579242,259811,207,86
sa,256,256,4,3.0,676.906915903,351391,273270,260371,260115,105,84
hilbert,384,384,4,3.0,3.24436187744,4201203,615589,905378,586125,169,84
rcm,384,384,4,3.0,3.55989217758,13276569,614432,1219664,584777,349,85
rand,384,384,4,3.0,28.8933029175,17506304,615189,1291445,585251,190,87
rcm,512,512,4,3.0,6.73083901405,32446156,1094169,2177520,1041330,443,88
hilbert,512,512,4,3.0,6.01876401901,8552150,1093678,1624838,1041153,191,88
sa,384,384,4,3.0,2508.88997197,854142,614964,594824,585368,98,88
sa,512,512,4,3.0,5981.49001908,1654074,1094884,1081979,1042050,122,84
rcm,512,512,4,3.0,6.80568599701,32410129,1093072,2175561,1040284,401,87
sa,512,512,4,3.0,5923.16860008,1602947,1094064,1076801,1040940,106,90
hilbert,768,768,4,3.0,13.3206150532,23825649,2462409,3632896,2343318,186,87
sa,768,768,4,3.0,19682.8450511,4283637,2461807,2489892,2342776,109,86
sa,768,768,4,3.0,19642.6739819,4478599,2460926,2529536,2342103,111,87
sa,768,768,4,3.0,19947.735409,4088772,2461972,2491967,2343273,107,87
sa,768,768,4,3.0,19658.0013249,4550424,2461750,2530560,2343053,110,88
sa,768,768,4,3.0,21157.3772769,4441093,2459914,2494360,2341625,114,89
sa,9,9,4,3.0,0.0270819664001,209,269,209,269,51,53
hilbert,9,9,4,3.0,0.00161504745483,249,268,249,268,59,57
rcm,9,9,4,3.0,0.00187802314758,269,286,269,286,69,56
rand,9,9,4,3.0,0.000828981399536,330,279,330,279,51,60
sa,12,12,4,3.0,0.077330827713,434,503,434,503,59,73
